59.0,34.0,36.6,23.3
37.0,28.2,36.5,23.1
46.0,32.0,36.3,22.9
48.0,34.0,36.2,22.8
43.0,37.9,36.1,22.6
46.9,25.2,35.9,22.5
31.1,19.2,35.8,22.3
43.0,30.2,35.7,22.2
46.0,35.1,35.6,22.1
37.0,26.2,35.6,22.0
30.2,17.2,35.5,21.9
29.1,15.3,35.5,21.9
29.1,16.2,35.4,21.8
31.1,23.2,35.4,21.8
39.0,24.3,35.4,21.8
41.0,25.2,35.4,21.7
33.1,18.1,35.4,21.7
43.0,27.1,35.4,21.7
37.0,28.2,35.4,21.7
37.0,10.2,35.4,21.8
10.2,5.2,35.5,21.8
28.2,7.2,35.5,21.8
48.0,20.1,35.6,21.9
59.0,37.0,35.7,22.0
42.1,29.1,35.8,22.0
36.0,25.2,35.9,22.1
46.9,27.1,36.0,22.2
42.1,24.3,36.1,22.3
37.9,20.1,36.2,22.4
39.0,9.1,36.3,22.5
18.1,5.2,36.4,22.6
23.2,10.2,36.6,22.7
35.1,14.2,36.7,22.9
39.0,27.1,36.8,23.0
63.0,35.1,37.0,23.1
64.9,39.9,37.1,23.3
44.1,33.1,37.3,23.4
42.1,35.1,37.5,23.6
57.0,31.1,37.6,23.7
36.0,25.2,37.8,23.9
37.0,24.3,38.0,24.0
37.0,26.2,38.2,24.2
37.9,19.2,38.3,24.4
43.0,33.1,38.5,24.5
39.9,31.1,38.7,24.7
52.0,31.1,38.9,24.9
48.9,31.1,39.1,25.0
34.0,24.3,39.3,25.2
32.0,21.2,39.5,25.4
34.0,18.1,39.7,25.6
31.1,21.2,39.9,25.8
48.0,26.2,40.1,26.0
46.0,36.0,40.3,26.1
37.9,30.2,40.5,26.3
46.9,34.0,40.7,26.5
42.1,30.2,40.9,26.7
32.0,20.1,41.1,26.9
26.2,13.1,41.3,27.1
31.1,19.2,41.4,27.2
37.9,23.2,41.5,27.3
34.0,32.0,41.8,27.6
41.0,32.0,42.0,27.8
39.9,25.2,42.2,28.0
31.1,19.2,42.4,28.2
27.1,18.1,42.7,28.4
30.2,15.3,42.9,28.7
37.9,18.1,43.1,28.9
46.0,26.2,43.4,29.1
39.9,31.1,43.6,29.4
50.0,37.0,43.9,29.6
45.0,34.0,44.1,29.9
39.9,30.2,44.4,30.1
51.1,36.0,44.7,30.4
64.0,39.9,44.9,30.7
55.9,36.0,45.2,30.9
43.0,32.0,45.5,31.2
44.1,28.2,45.8,31.5
48.0,32.0,46.1,31.8
51.1,31.1,46.4,32.0
52.0,33.1,46.7,32.3
44.1,39.9,47.0,32.6
48.0,34.0,47.3,32.9
60.1,34.0,47.6,33.2
52.0,36.0,47.9,33.5
44.1,31.1,48.2,33.9
41.0,30.2,48.6,34.2
54.0,33.1,48.9,34.5
57.9,44.1,49.2,34.8
66.9,44.1,49.6,35.1
70.0,41.0,49.9,35.5
46.9,37.0,50.3,35.8
53.1,30.2,50.6,36.1
64.9,39.9,51.0,36.5
53.1,37.9,51.4,36.8
46.0,35.1,51.7,37.1
66.9,37.0,52.1,37.5
69.1,43.0,52.5,37.8
54.0,37.0,52.8,38.2
41.0,36.0,53.2,38.5
46.9,36.0,53.6,38.8
52.0,35.1,53.9,39.2
57.9,41.0,54.3,39.5
75.0,57.0,54.7,39.8
66.9,48.9,55.1,40.2
70.0,45.0,55.4,40.5
61.0,43.0,55.8,40.8
60.1,45.0,56.2,41.2
63.0,43.0,56.6,41.5
77.0,63.0,56.9,41.8
73.9,59.0,57.3,42.1
70.0,55.0,57.7,42.4
57.9,48.9,58.0,42.8
55.9,46.9,58.4,43.1
68.0,46.9,58.7,43.4
55.0,46.9,59.1,43.7
48.9,46.0,59.4,44.0
57.0,45.0,59.8,44.3
55.9,45.0,60.1,44.6
63.0,43.0,60.5,44.9
54.0,44.1,60.8,45.2
55.9,46.9,61.2,45.5
50.0,45.0,61.5,45.8
57.0,45.0,61.8,46.1
55.0,48.0,62.2,46.4
51.1,48.9,62.5,46.7
60.1,46.9,62.8,46.9
75.9,45.0,63.1,47.2
61.0,50.0,63.5,47.5
55.0,46.9,63.8,47.8
66.0,51.1,64.1,48.1
70.0,54.0,64.4,48.4
55.0,43.0,64.7,48.7
55.0,44.1,65.0,49.0
48.0,43.0,65.4,49.2
62.1,45.0,65.7,49.5
64.9,50.0,66.0,49.8
64.9,50.0,66.3,50.1
70.0,53.1,66.6,50.4
73.0,53.1,66.9,50.7
88.0,66.0,67.3,51.0
72.0,57.9,67.6,51.3
69.1,54.0,67.9,51.6
72.0,53.1,68.2,52.0
73.0,53.1,68.5,52.3
71.1,52.0,68.9,52.6
89.1,53.1,69.2,52.9
75.9,57.0,69.5,53.2
64.0,52.0,69.9,53.5
55.0,50.0,70.2,53.9
66.0,52.0,70.5,54.2
75.0,57.0,70.9,54.5
66.0,54.0,71.2,54.9
63.0,53.1,71.5,55.2
73.9,57.0,71.9,55.5
72.0,54.0,72.2,55.9
84.0,61.0,72.6,56.2
78.1,64.0,72.9,56.5
73.0,64.0,73.3,56.9
73.0,63.0,73.6,57.2
80.1,55.9,73.9,57.5
73.9,57.9,74.3,57.9
79.0,63.0,74.6,58.2
75.0,60.1,74.9,58.5
62.1,53.1,75.3,58.9
77.0,54.0,75.6,59.2
84.0,62.1,75.9,59.5
72.0,63.0,76.2,59.8
75.0,66.0,76.6,60.1
70.0,61.0,76.9,60.4
71.1,60.1,77.2,60.7
73.0,61.0,77.5,61.0
75.9,61.0,77.7,61.3
82.9,64.0,78.0,61.6
87.1,66.0,78.3,61.9
80.1,63.0,78.6,62.1
73.0,63.0,78.8,62.4
75.0,62.1,79.1,62.6
71.1,61.0,79.3,62.9
84.9,63.0,79.5,63.1
87.1,68.0,79.7,63.3
78.1,64.9,79.9,63.5
84.0,64.0,80.1,63.8
87.1,73.0,80.3,63.9
86.0,73.0,80.5,64.1
84.0,73.0,80.7,64.3
90.0,71.1,80.8,64.5
95.0,75.0,80.9,64.6
77.0,66.9,81.1,64.8
75.9,66.0,81.2,64.9
89.1,69.1,81.3,65.0
88.0,73.0,81.4,65.2
86.0,71.1,81.5,65.3
82.0,69.1,81.6,65.4
89.1,72.0,81.6,65.5
91.0,73.9,81.7,65.6
87.1,71.1,81.7,65.6
90.0,71.1,81.8,65.7
91.9,73.9,81.8,65.8
78.1,66.9,81.8,65.8
93.0,66.0,81.8,65.9
97.0,80.1,81.8,65.9
98.1,82.9,81.8,65.9
84.0,66.9,81.8,66.0
71.1,63.0,81.8,66.0
77.0,66.0,81.7,66.0
75.9,69.1,81.7,66.0
81.0,66.9,81.7,66.0
82.0,69.1,81.6,66.0
93.0,68.0,81.6,66.0
93.0,75.0,81.5,66.0
96.1,73.9,81.5,66.0
93.9,71.1,81.4,65.9
89.1,73.9,81.3,65.9
82.0,68.0,81.2,65.9
87.1,66.9,81.2,65.8
84.9,71.1,81.1,65.8
77.0,66.0,81.0,65.7
75.9,64.0,80.9,65.7
86.0,69.1,80.8,65.6
88.0,69.1,80.7,65.6
87.1,68.0,80.6,65.5
82.0,66.0,80.5,65.4
82.0,62.1,80.4,65.4
87.1,64.9,80.3,65.3
81.0,73.0,80.2,65.2
75.9,63.0,80.1,65.1
73.0,63.0,79.9,65.0
75.0,63.0,79.8,64.9
75.9,66.9,79.7,64.8
81.0,69.1,79.5,64.6
95.0,73.9,79.4,64.5
84.0,71.1,79.2,64.4
88.0,69.1,79.1,64.2
93.0,72.0,78.9,64.1
82.0,68.0,78.7,63.9
73.0,62.1,78.6,63.7
71.1,59.0,78.4,63.6
72.0,57.0,78.2,63.4
75.0,57.9,78.0,63.2
75.0,63.0,77.8,63.0
87.1,68.0,77.6,62.8
87.1,64.9,77.4,62.5
81.0,68.0,77.1,62.3
72.0,62.1,76.9,62.1
78.1,62.1,76.7,61.8
75.9,66.0,76.4,61.6
86.0,64.9,76.1,61.3
70.0,61.0,75.9,61.0
68.0,59.0,75.6,60.7
75.0,55.9,75.3,60.4
78.1,61.0,75.0,60.1
70.0,60.1,74.7,59.8
72.0,63.0,74.4,59.5
87.1,69.1,74.1,59.2
75.9,57.9,73.8,58.8
68.0,54.0,73.5,58.5
72.0,53.1,73.1,58.1
81.0,68.0,72.8,57.8
75.0,62.1,72.4,57.4
70.0,59.0,72.1,57.1
64.9,53.1,71.7,56.7
64.9,50.0,71.4,56.3
79.0,52.0,71.0,55.9
82.9,64.9,70.6,55.5
89.1,62.1,70.2,55.2
91.9,70.0,69.9,54.8
80.1,63.0,69.5,54.4
75.9,59.0,69.1,54.0
84.0,59.0,68.7,53.6
73.9,57.9,68.3,53.2
82.0,60.1,67.9,52.8
75.0,57.9,67.6,52.4
62.1,52.0,67.2,52.0
72.0,57.0,66.8,51.6
79.0,54.0,66.4,51.2
55.0,51.1,66.0,50.9
62.1,46.0,65.6,50.5
57.0,42.1,65.3,50.1
70.0,45.0,64.9,49.7
81.0,61.0,64.5,49.4
64.9,55.9,64.1,49.0
60.1,55.0,63.8,48.6
59.0,53.1,63.4,48.3
57.0,53.1,63.0,47.9
57.9,53.1,62.7,47.6
70.0,52.0,62.3,47.3
64.9,52.0,62.0,46.9
64.0,48.9,61.6,46.6
63.0,46.0,61.3,46.3
64.0,52.0,60.9,46.0
62.1,48.0,60.6,45.7
62.1,44.1,60.3,45.4
60.1,44.1,59.9,45.1
63.0,51.1,59.6,44.8
60.1,50.0,59.3,44.5
70.0,53.1,58.9,44.2
69.1,48.9,58.6,43.9
63.0,53.1,58.3,43.7
61.0,50.0,58.0,43.4
55.9,51.1,57.7,43.1
57.0,50.0,57.4,42.9
57.0,52.0,57.1,42.6
66.0,51.1,56.8,42.4
72.0,59.0,56.5,42.1
72.0,44.1,56.1,41.9
51.1,39.0,55.8,41.6
57.0,42.1,55.5,41.4
55.0,41.0,55.2,41.1
57.9,45.0,54.9,40.9
55.9,42.1,54.6,40.6
59.0,39.9,54.3,40.4
42.1,30.0,54.0,40.1
41.0,28.0,53.7,39.9
54.0,33.1,53.4,39.6
54.0,43.0,53.0,39.3
44.1,26.1,52.7,39.1
33.1,21.0,52.4,38.8
42.1,23.0,52.1,38.6
54.0,36.0,51.8,38.3
43.0,28.0,51.4,38.0
45.0,27.0,51.1,37.7
41.0,36.0,50.8,37.4
45.0,41.0,50.4,37.2
42.1,39.0,50.1,36.9
51.1,36.0,49.7,36.6
55.9,39.0,49.4,36.3
48.0,35.1,49.0,35.9
48.0,39.9,48.7,35.6
54.0,41.0,48.3,35.3
63.0,39.9,48.0,35.0
54.0,39.9,47.6,34.7
53.1,35.1,47.3,34.3
44.1,30.9,46.9,34.0
39.0,26.1,46.6,33.7
39.0,21.9,46.2,33.3
42.1,28.9,45.8,33.0
36.0,30.0,45.5,32.6
41.0,28.9,45.1,32.3
45.0,32.0,44.8,31.9
37.9,28.9,44.4,31.6
35.1,27.0,44.0,31.2
41.0,23.0,43.7,30.8
61.0,41.0,43.3,30.5
63.0,42.1,43.0,30.1
42.1,30.0,42.6,29.8
33.1,26.1,42.3,29.4
46.9,28.0,42.0,29.1
60.1,46.9,41.6,28.7
55.0,34.0,41.3,28.4
35.1,32.0,41.0,28.0
37.9,27.0,40.7,27.7
37.9,24.1,40.3,27.4
27.0,15.1,40.0,27.0
33.1,17.1,39.7,26.7
35.1,21.9,39.4,26.4
45.0,30.0,39.2,26.1
57.0,35.1,38.9,25.8
50.0,35.1,38.6,25.5
42.1,32.0,38.4,25.2
41.0,34.0,38.1,24.9
0.0,0.0,37.9,24.7
0.0,0.0,37.6,24.4
0.0,0.0,37.4,24.2
0.0,0.0,37.2,23.9
0.0,0.0,37.0,23.7
